*******************************************
วิธีการอ่าน  INDEX ของฐานข้อมูล LOTUS

ชุดข้อมูล	ลำดับที่	เลขที่ประโยค (ใช้อ้างอิงประกอบกับ XXsen.txt)
Ta007	123	tr0565
Ta007	124	tr2279
Ta007	125	tr2309
Ta007	126	tr0389
Ta008	001	tr2562
Ta008	002	tr2675
Ta008	003	tr0015
Ta008	004	tr2168
Ta008	005	tr1082
Ta008	006	tr1776
Ta008	007	tr0747
Ta008	008	tr0595
Ta008	009	tr1686
Ta008	010	tr2329
Ta008	011	tr2932
Ta008	012	tr1986
Ta008	013	tr1766
Ta008	014	tr0155
Ta008	015	tr1263
Ta008	016	tr1734
Ta008	017	tr1066
Ta008	018	tr0807
Ta008	019	tr0571
Ta008	020	tr1877
Ta008	021	tr2412
Ta008	022	tr1389
Ta008	023	tr2897
Ta008	024	tr2829
Ta008	025	tr1342
Ta008	026	tr1816
Ta008	027	tr0402
Ta008	028	tr0171
Ta008	029	tr2447
Ta008	030	tr2623
Ta008	031	tr2015
Ta008	032	tr0005
Ta008	033	tr2277
Ta008	034	tr1346
Ta008	035	tr1718
Ta008	036	tr2872
Ta008	037	tr1003
Ta008	038	tr0756
Ta008	039	tr2436
Ta008	040	tr1470
Ta008	041	tr1996
Ta008	042	tr2269
Ta008	043	tr0195
Ta008	044	tr0184
Ta008	045	tr0925
Ta008	046	tr2095
Ta008	047	tr2756
Ta008	048	tr1167
Ta008	049	tr1971
Ta008	050	tr2680
Ta008	051	tr1665
Ta008	052	tr1941
Ta008	053	tr2158
Ta008	054	tr1608
Ta008	055	tr0063
Ta008	056	tr2145
Ta008	057	tr0362
Ta008	058	tr1563
Ta008	059	tr2502
Ta008	060	tr0190
Ta008	061	tr1758
Ta008	062	tr0553
Ta008	063	tr1981
Ta008	064	tr1190
Ta008	065	tr0220
Ta008	066	tr0197
Ta008	067	tr2464
Ta008	068	tr0025
Ta008	069	tr1041
Ta008	070	tr1297
Ta008	071	tr1425
Ta008	072	tr1433
Ta008	073	tr2160
Ta008	074	tr1505
Ta008	075	tr1133
Ta008	076	tr2021
Ta008	077	tr2551
Ta008	078	tr1679
Ta008	079	tr0828
Ta008	080	tr2096
Ta008	081	tr2272
Ta008	082	tr2659
Ta008	083	tr0504
Ta008	084	tr1352
Ta008	085	tr0717
Ta008	086	tr1451
Ta008	087	tr1617
Ta008	088	tr1880
Ta008	089	tr2260
Ta008	090	tr2151
Ta008	091	tr1549
Ta008	092	tr2770
Ta008	093	tr2920
Ta008	094	tr2219
Ta008	095	tr1264
Ta008	096	tr2611
Ta008	097	tr0602
Ta008	098	tr2348
Ta008	099	tr0067
Ta008	100	tr0073
Ta008	101	tr1958
Ta008	102	tr2107
Ta008	103	tr2941
Ta008	104	tr2603
Ta008	105	tr1756
Ta008	106	tr0329
Ta008	107	tr1580
Ta008	108	tr1585
Ta008	109	tr0694
Ta008	110	tr2683
Ta008	111	tr1682
Ta008	112	tr1661
Ta008	113	tr1078
Ta008	114	tr1973
Ta008	115	tr0347
Ta008	116	tr1573
Ta008	117	tr1224
Ta008	118	tr2449
Ta008	119	tr1214
Ta008	120	tr1720
Ta008	121	tr1558
Ta008	122	tr0561
Ta008	123	tr0942
Ta008	124	tr1175
Ta008	125	tr0603
Ta008	126	tr2114
Ta009	001	tr0293
Ta009	002	tr0336
Ta009	003	tr1370
Ta009	004	tr2916
Ta009	005	tr1507
Ta009	006	tr0575
Ta009	007	tr0365
Ta009	008	tr1664
Ta009	009	tr1874
Ta009	010	tr0610
Ta009	011	tr0024
Ta009	012	tr0578
Ta009	013	tr1427
Ta009	014	tr1204
Ta009	015	tr2141
Ta009	016	tr2689
Ta009	017	tr0718
Ta009	018	tr0668
Ta009	019	tr1856
Ta009	020	tr0703
Ta009	021	tr1992
Ta009	022	tr1398
Ta009	023	tr1957
Ta009	024	tr2010
Ta009	025	tr2183
Ta009	026	tr0851
Ta009	027	tr0378
Ta009	028	tr0797
Ta009	029	tr1076
Ta009	030	tr0350
Ta009	031	tr1828
Ta009	032	tr1634
Ta009	033	tr2012
Ta009	034	tr1291
Ta009	035	tr0019
Ta009	036	tr0305
Ta009	037	tr2074
Ta009	038	tr1186
Ta009	039	tr1002
Ta009	040	tr2951
Ta009	041	tr0864
Ta009	042	tr1413
Ta009	043	tr2167
Ta009	044	tr0838
Ta009	045	tr2556
Ta009	046	tr0410
Ta009	047	tr0279
Ta009	048	tr1498
Ta009	049	tr1015
Ta009	050	tr2094
Ta009	051	tr2298
Ta009	052	tr2733
Ta009	053	tr1937
Ta009	054	tr0519
Ta009	055	tr2626
Ta009	056	tr2646
Ta009	057	tr0886
Ta009	058	tr2125
Ta009	059	tr2229
Ta009	060	tr1639
Ta009	061	tr1788
Ta009	062	tr2019
Ta009	063	tr1016
Ta009	064	tr0801
Ta009	065	tr1564
Ta009	066	tr1000
Ta009	067	tr2473
Ta009	068	tr2232
Ta009	069	tr2524
Ta009	070	tr0062
Ta009	071	tr1121
Ta009	072	tr0754
Ta009	073	tr1004
Ta009	074	tr1723
Ta009	075	tr1970
Ta009	076	tr1193
Ta009	077	tr2713
Ta009	078	tr0814
Ta009	079	tr1378
Ta009	080	tr1490
Ta009	081	tr0101
Ta009	082	tr0773
Ta009	083	tr1923
Ta009	084	tr1351
Ta009	085	tr2640
Ta009	086	tr1782
Ta009	087	tr0268
Ta009	088	tr2808
Ta009	089	tr0842
Ta009	090	tr0539
Ta009	091	tr1328
Ta009	092	tr1535
Ta009	093	tr1559
Ta009	094	tr2163
Ta009	095	tr2022
Ta009	096	tr2080
Ta009	097	tr0697
Ta009	098	tr2116
Ta009	099	tr0892
Ta009	100	tr2028
Ta009	101	tr2475
Ta009	102	tr2849
Ta009	103	tr2856
Ta009	104	tr1446
Ta009	105	tr2580
Ta009	106	tr2718
Ta009	107	tr2776
Ta009	108	tr1599
Ta009	109	tr1128
Ta009	110	tr2641
Ta009	111	tr2035
Ta009	112	tr0653
Ta009	113	tr0189
Ta009	114	tr0840
Ta009	115	tr1532
Ta009	116	tr2960
Ta009	117	tr2746
Ta009	118	tr2388
Ta009	119	tr1908
Ta009	120	tr2014
Ta009	121	tr1833
Ta009	122	tr1149
Ta009	123	tr0953
Ta009	124	tr0242
Ta009	125	tr0141
Ta009	126	tr0054
Ta010	001	tr0432
Ta010	002	tr2781
Ta010	003	tr2314
Ta010	004	tr2893
Ta010	005	tr1030
Ta010	006	tr2729
Ta010	007	tr1943
Ta010	008	tr2950
Ta010	009	tr2677
Ta010	010	tr1726
Ta010	011	tr0546
Ta010	012	tr1968
Ta010	013	tr1747
Ta010	014	tr2690
Ta010	015	tr0812
Ta010	016	tr2135
Ta010	017	tr0580
Ta010	018	tr0609
Ta010	019	tr2085
Ta010	020	tr1784
Ta010	021	tr0613
Ta010	022	tr0112
Ta010	023	tr2544
Ta010	024	tr0031
Ta010	025	tr1978
Ta010	026	tr0984
Ta010	027	tr0749
Ta010	028	tr1982
Ta010	029	tr2360
Ta010	030	tr1520
Ta010	031	tr0642
Ta010	032	tr1637
Ta010	033	tr0581
Ta010	034	tr2194
Ta010	035	tr2707
Ta010	036	tr2380
Ta010	037	tr2945
Ta010	038	tr0497
Ta010	039	tr1294
Ta010	040	tr1274
Ta010	041	tr2470
Ta010	042	tr1067
Ta010	043	tr0875
Ta010	044	tr2076
Ta010	045	tr0478
Ta010	046	tr0919
Ta010	047	tr0384
Ta010	048	tr1245
Ta010	049	tr0719
Ta010	050	tr2045
Ta010	051	tr1841
Ta010	052	tr2037
Ta010	053	tr0312
Ta010	054	tr2346
Ta010	055	tr1443
Ta010	056	tr0699
Ta010	057	tr2844
Ta010	058	tr2213
Ta010	059	tr0619
Ta010	060	tr0133
Ta010	061	tr1606
Ta010	062	tr2182
Ta010	063	tr0356
Ta010	064	tr2189
Ta010	065	tr2507
Ta010	066	tr2889
Ta010	067	tr0359
Ta010	068	tr0142
Ta010	069	tr0520
Ta010	070	tr2940
Ta010	071	tr0128
Ta010	072	tr0659
Ta010	073	tr1740
Ta010	074	tr1702
Ta010	075	tr2127
Ta010	076	tr0259
Ta010	077	tr1293
Ta010	078	tr0997
Ta010	079	tr2026
Ta010	080	tr0166
Ta010	081	tr1783
Ta010	082	tr0153
Ta010	083	tr0103
Ta010	084	tr1109
Ta010	085	tr2534
Ta010	086	tr2226
Ta010	087	tr2531
Ta010	088	tr2444
Ta010	089	tr1083
Ta010	090	tr0135
Ta010	091	tr2749
Ta010	092	tr1768
Ta010	093	tr1026
Ta010	094	tr2930
Ta010	095	tr2322
Ta010	096	tr1223
Ta010	097	tr1547
Ta010	098	tr2863
Ta010	099	tr2013
Ta010	100	tr2900
Ta010	101	tr0841
Ta010	102	tr0208
Ta010	103	tr2947
Ta010	104	tr2644
Ta010	105	tr2632
Ta010	106	tr1960
Ta010	107	tr0364
Ta010	108	tr2460
Ta010	109	tr0926
Ta010	110	tr2467
Ta010	111	tr1148
Ta010	112	tr0255
Ta010	113	tr2073
Ta010	114	tr0388
Ta010	115	tr1329
Ta010	116	tr2391
Ta010	117	tr1416
Ta010	118	tr0368
Ta010	119	tr1382
Ta010	120	tr2264
Ta010	121	tr2381
Ta010	122	tr1174
Ta010	123	tr2386
Ta010	124	tr2618
Ta010	125	tr2732
Ta010	126	tr0559
Ta011	001	tr0294
Ta011	002	tr1070
Ta011	003	tr0590
Ta011	004	tr2283
Ta011	005	tr2005
Ta011	006	tr1727
Ta011	007	tr2203
Ta011	008	tr0720
Ta011	009	tr2218
Ta011	010	tr2997
Ta011	011	tr1774
Ta011	012	tr1073
Ta011	013	tr1658
Ta011	014	tr0833
Ta011	015	tr1281
Ta011	016	tr1791
Ta011	017	tr1825
Ta011	018	tr2455
Ta011	019	tr1895
Ta011	020	tr0688
Ta011	021	tr2349
Ta011	022	tr0817
Ta011	023	tr2330
Ta011	024	tr0879
Ta011	025	tr1990
Ta011	026	tr2228
Ta011	027	tr1818
Ta011	028	tr2763
Ta011	029	tr2545
Ta011	030	tr1437
Ta011	031	tr0455
Ta011	032	tr1567
Ta011	033	tr2669
Ta011	034	tr2369
Ta011	035	tr2790
Ta011	036	tr2807
Ta011	037	tr2944
Ta011	038	tr0685
Ta011	039	tr1163
Ta011	040	tr0218
Ta011	041	tr2382
Ta011	042	tr2536
Ta011	043	tr1837
Ta011	044	tr2302
Ta011	045	tr1681
Ta011	046	tr1930
Ta011	047	tr2033
Ta011	048	tr0969
Ta011	049	tr1286
Ta011	050	tr1759
Ta011	051	tr2767
Ta011	052	tr1372
Ta011	053	tr0596
Ta011	054	tr0394
Ta011	055	tr0247
Ta011	056	tr1349
Ta011	057	tr1081
Ta011	058	tr2027
Ta011	059	tr1763
Ta011	060	tr0013
Ta011	061	tr1418
Ta011	062	tr1696
Ta011	063	tr0787
Ta011	064	tr2754
Ta011	065	tr2221
Ta011	066	tr2500
Ta011	067	tr2328
Ta011	068	tr2823
Ta011	069	tr2676
Ta011	070	tr1711
Ta011	071	tr0221
Ta011	072	tr1980
Ta011	073	tr2875
Ta011	074	tr2341
Ta011	075	tr2081
Ta011	076	tr1117
Ta011	077	tr0647
Ta011	078	tr2104
Ta011	079	tr0113
Ta011	080	tr1574
Ta011	081	tr0050
Ta011	082	tr1112
Ta011	083	tr1598
Ta011	084	tr1043
Ta011	085	tr1894
Ta011	086	tr1052
Ta011	087	tr2514
Ta011	088	tr2292
Ta011	089	tr1321
Ta011	090	tr2771
Ta011	091	tr0090
Ta011	092	tr0947
Ta011	093	tr2915
Ta011	094	tr1649
Ta011	095	tr0910
Ta011	096	tr2235
Ta011	097	tr1556
Ta011	098	tr2422
Ta011	099	tr2520
Ta011	100	tr1518
Ta011	101	tr1403
Ta011	102	tr1501
Ta011	103	tr1001
Ta011	104	tr2841
Ta011	105	tr1500
Ta011	106	tr0273
Ta011	107	tr2294
Ta011	108	tr2590
Ta011	109	tr1302
Ta011	110	tr2936
Ta011	111	tr0847
Ta011	112	tr2971
Ta011	113	tr1571
Ta011	114	tr0414
Ta011	115	tr1522
Ta011	116	tr0744
Ta011	117	tr0967
Ta011	118	tr2688
Ta011	119	tr1475
Ta011	120	tr2258
Ta011	121	tr0666
Ta011	122	tr2597
Ta011	123	tr0071
Ta011	124	tr2365
Ta011	125	tr2573
Ta011	126	tr0486
Ta012	001	tr1323
Ta012	002	tr2429
Ta012	003	tr1268
Ta012	004	tr0567
Ta012	005	tr0933
Ta012	006	tr1459
Ta012	007	tr0869
Ta012	008	tr0959
Ta012	009	tr1875
Ta012	010	tr2612
Ta012	011	tr1453
Ta012	012	tr0905
Ta012	013	tr1670
Ta012	014	tr2860
Ta012	015	tr0772
Ta012	016	tr1013
Ta012	017	tr1045
Ta012	018	tr1380
Ta012	019	tr2588
Ta012	020	tr1669
Ta012	021	tr1367
Ta012	022	tr0288
Ta012	023	tr0922
Ta012	024	tr2896
Ta012	025	tr0877
Ta012	026	tr1519
Ta012	027	tr0768
Ta012	028	tr0051
Ta012	029	tr2809
Ta012	030	tr2320
Ta012	031	tr0346
Ta012	032	tr0888
Ta012	033	tr2839
Ta012	034	tr1643
Ta012	035	tr1779
Ta012	036	tr0037
Ta012	037	tr1897
Ta012	038	tr2196
Ta012	039	tr2980
Ta012	040	tr2775
Ta012	041	tr1344
Ta012	042	tr0240
Ta012	043	tr2760
Ta012	044	tr0523
Ta012	045	tr0530
Ta012	046	tr2454
Ta012	047	tr2630
Ta012	048	tr0254
Ta012	049	tr1106
Ta012	050	tr2918
Ta012	051	tr0106
Ta012	052	tr0932
Ta012	053	tr2582
Ta012	054	tr2656
Ta012	055	tr0757
Ta012	056	tr1945
Ta012	057	tr2401
Ta012	058	tr2210
Ta012	059	tr1555
Ta012	060	tr0224
Ta012	061	tr1360
Ta012	062	tr2011
Ta012	063	tr2969
Ta012	064	tr0758
Ta012	065	tr0330
Ta012	066	tr1247
Ta012	067	tr1486
Ta012	068	tr0506
Ta012	069	tr2451
Ta012	070	tr1913
Ta012	071	tr0485
Ta012	072	tr0805
Ta012	073	tr1683
Ta012	074	tr1667
Ta012	075	tr0416
Ta012	076	tr2324
Ta012	077	tr2077
Ta012	078	tr0492
Ta012	079	tr0550
Ta012	080	tr0786
Ta012	081	tr1441
Ta012	082	tr2377
Ta012	083	tr2468
Ta012	084	tr0929
Ta012	085	tr1724
Ta012	086	tr0936
Ta012	087	tr2131
Ta012	088	tr2417
Ta012	089	tr1963
Ta012	090	tr0839
Ta012	091	tr1270
Ta012	092	tr0600
Ta012	093	tr1653
Ta012	094	tr2824
Ta012	095	tr1849
Ta012	096	tr1299
Ta012	097	tr2425
Ta012	098	tr2237
Ta012	099	tr2862
Ta012	100	tr1814
Ta012	101	tr0524
Ta012	102	tr2177
Ta012	103	tr2284
Ta012	104	tr0248
Ta012	105	tr2452
Ta012	106	tr1113
Ta012	107	tr2133
Ta012	108	tr1587
Ta012	109	tr2139
Ta012	110	tr0095
Ta012	111	tr1775
Ta012	112	tr0748
Ta012	113	tr0639
Ta012	114	tr2217
Ta012	115	tr0482
Ta012	116	tr0085
Ta012	117	tr0876
Ta012	118	tr0337
Ta012	119	tr2899
Ta012	120	tr2505
Ta012	121	tr1746
Ta012	122	tr1361
Ta012	123	tr2837
Ta012	124	tr0162
Ta012	125	tr2526
Ta012	126	tr2914
Ta013	001	tr0363
Ta013	002	tr1830
Ta013	003	tr1636
Ta013	004	tr1596
Ta013	005	tr2751
Ta013	006	tr0594
Ta013	007	tr0518
Ta013	008	tr2888
Ta013	009	tr1852
Ta013	010	tr0954
Ta013	011	tr1191
Ta013	012	tr0931
Ta013	013	tr1467
Ta013	014	tr1445
Ta013	015	tr0982
Ta013	016	tr1171
Ta013	017	tr1406
Ta013	018	tr0525
Ta013	019	tr1581
Ta013	020	tr2326
Ta013	021	tr2610
Ta013	022	tr2321
Ta013	023	tr1430
Ta013	024	tr2877
Ta013	025	tr1494
Ta013	026	tr1319
Ta013	027	tr0056
Ta013	028	tr2154
Ta013	029	tr0535
Ta013	030	tr0883
Ta013	031	tr1618
Ta013	032	tr2246
Ta013	033	tr0655
Ta013	034	tr1139
Ta013	035	tr1523
Ta013	036	tr2567
Ta013	037	tr1909
Ta013	038	tr1844
Ta013	039	tr1929
Ta013	040	tr0367
Ta013	041	tr1780
Ta013	042	tr1221
Ta013	043	tr1765
Ta013	044	tr1509
Ta013	045	tr1979
Ta013	046	tr0735
Ta013	047	tr1694
Ta013	048	tr1503
Ta013	049	tr0198
Ta013	050	tr0623
Ta013	051	tr1499
Ta013	052	tr1010
Ta013	053	tr2110
Ta013	054	tr0901
Ta013	055	tr1936
Ta013	056	tr2620
Ta013	057	tr1350
Ta013	058	tr0206
Ta013	059	tr0321
Ta013	060	tr0395
Ta013	061	tr2456
Ta013	062	tr0172
Ta013	063	tr2695
Ta013	064	tr2120
Ta013	065	tr0527
Ta013	066	tr1983
Ta013	067	tr2276
Ta013	068	tr1926
Ta013	069	tr0480
Ta013	070	tr2635
Ta013	071	tr2778
Ta013	072	tr2873
Ta013	073	tr1625
Ta013	074	tr2813
Ta013	075	tr1280
Ta013	076	tr0357
Ta013	077	tr0677
Ta013	078	tr1536
Ta013	079	tr0102
Ta013	080	tr2253
Ta013	081	tr0400
Ta013	082	tr1840
Ta013	083	tr0119
Ta013	084	tr0988
Ta013	085	tr0263
Ta013	086	tr1831
Ta013	087	tr2433
Ta013	088	tr2031
Ta013	089	tr1529
Ta013	090	tr1879
Ta013	091	tr2138
Ta013	092	tr2023
Ta013	093	tr2812
Ta013	094	tr2663
Ta013	095	tr0488
Ta013	096	tr1829
Ta013	097	tr1483
Ta013	098	tr0615
Ta013	099	tr0589
Ta013	100	tr2413
Ta013	101	tr2312
Ta013	102	tr2343
Ta013	103	tr0732
Ta013	104	tr0053
Ta013	105	tr2121
Ta013	106	tr2922
Ta013	107	tr0300
Ta013	108	tr2592
Ta013	109	tr2572
Ta013	110	tr0370
Ta013	111	tr0832
Ta013	112	tr2957
Ta013	113	tr1150
Ta013	114	tr2835
Ta013	115	tr0343
Ta013	116	tr2761
Ta013	117	tr2052
Ta013	118	tr0670
Ta013	119	tr2362
Ta013	120	tr2843
Ta013	121	tr1234
Ta013	122	tr0681
Ta013	123	tr1646
Ta013	124	tr0974
Ta013	125	tr2143
Ta013	126	tr1717
Ta014	001	tr2594
Ta014	002	tr1628
Ta014	003	tr2786
Ta014	004	tr0572
Ta014	005	tr1257
Ta014	006	tr1633
Ta014	007	tr2482
Ta014	008	tr2908
Ta014	009	tr2636
Ta014	010	tr0209
Ta014	011	tr2800
Ta014	012	tr1927
Ta014	013	tr2119
Ta014	014	tr2039
Ta014	015	tr1392
Ta014	016	tr1017
Ta014	017	tr1743
Ta014	018	tr2103
Ta014	019	tr2911
Ta014	020	tr1285
Ta014	021	tr0767
Ta014	022	tr0999
Ta014	023	tr2423
Ta014	024	tr0573
Ta014	025	tr0074
Ta014	026	tr1050
Ta014	027	tr1311
Ta014	028	tr1610
Ta014	029	tr1187
Ta014	030	tr2067
Ta014	031	tr0087
Ta014	032	tr1324
Ta014	033	tr2166
Ta014	034	tr1021
Ta014	035	tr2100
Ta014	036	tr1949
Ta014	037	tr1688
Ta014	038	tr1993
Ta014	039	tr1209
Ta014	040	tr2571
Ta014	041	tr2366
Ta014	042	tr1797
Ta014	043	tr2996
Ta014	044	tr0108
Ta014	045	tr2266
Ta014	046	tr0503
Ta014	047	tr2639
Ta014	048	tr0622
Ta014	049	tr2494
Ta014	050	tr1704
Ta014	051	tr1086
Ta014	052	tr2933
Ta014	053	tr1130
Ta014	054	tr2093
Ta014	055	tr1330
Ta014	056	tr2585
Ta014	057	tr0742
Ta014	058	tr0526
Ta014	059	tr2745
Ta014	060	tr0885
Ta014	061	tr2044
Ta014	062	tr2570
Ta014	063	tr0918
Ta014	064	tr2772
Ta014	065	tr0182
Ta014	066	tr1469
Ta014	067	tr1049
Ta014	068	tr2129
Ta014	069	tr2173
Ta014	070	tr0690
Ta014	071	tr1489
Ta014	072	tr2275
Ta014	073	tr0387
Ta014	074	tr2515
Ta014	075	tr1950
Ta014	076	tr0552
Ta014	077	tr1473
Ta014	078	tr0678
Ta014	079	tr0624
Ta014	080	tr2989
Ta014	081	tr2430
Ta014	082	tr2593
Ta014	083	tr2768
Ta014	084	tr1168
Ta014	085	tr1132
Ta014	086	tr1262
Ta014	087	tr2054
Ta014	088	tr1631
Ta014	089	tr0859
Ta014	090	tr1577
Ta014	091	tr1621
Ta014	092	tr1438
Ta014	093	tr2290
Ta014	094	tr2758
Ta014	095	tr2720
Ta014	096	tr0052
Ta014	097	tr1802
Ta014	098	tr2739
Ta014	099	tr1058
Ta014	100	tr0763
Ta014	101	tr2493
Ta014	102	tr1731
Ta014	103	tr2004
Ta014	104	tr2363
Ta014	105	tr2357
Ta014	106	tr1343
Ta014	107	tr1832
Ta014	108	tr1903
Ta014	109	tr2424
Ta014	110	tr0989
Ta014	111	tr0736
Ta014	112	tr0459
Ta014	113	tr2075
Ta014	114	tr0322
Ta014	115	tr0091
Ta014	116	tr2000
Ta014	117	tr1769
Ta014	118	tr0522
Ta014	119	tr0511
Ta014	120	tr2128
Ta014	121	tr1905
Ta014	122	tr2568
Ta014	123	tr0415
Ta014	124	tr0779
Ta014	125	tr2702
Ta014	126	tr1202
Ta015	001	tr0686
Ta015	002	tr0169
Ta015	003	tr0287
Ta015	004	tr1089
Ta015	005	tr0181
Ta015	006	tr1609
Ta015	007	tr0250
Ta015	008	tr2795
Ta015	009	tr2201
Ta015	010	tr2281
Ta015	011	tr2735
Ta015	012	tr2345
Ta015	013	tr1074
Ta015	014	tr2876
Ta015	015	tr1839
Ta015	016	tr1404
Ta015	017	tr1228
Ta015	018	tr0089
Ta015	019	tr1546
Ta015	020	tr0746
Ta015	021	tr2990
Ta015	022	tr0761
Ta015	023	tr0643
Ta015	024	tr0707
Ta015	025	tr2952
Ta015	026	tr1477
Ta015	027	tr0392
Ta015	028	tr1007
Ta015	029	tr1593
Ta015	030	tr0232
Ta015	031	tr2973
Ta015	032	tr2111
Ta015	033	tr2078
Ta015	034	tr0792
Ta015	035	tr2204
Ta015	036	tr1948
Ta015	037	tr0433
Ta015	038	tr1348
Ta015	039	tr2373
Ta015	040	tr1056
Ta015	041	tr1916
Ta015	042	tr2270
Ta015	043	tr2285
Ta015	044	tr1471
Ta015	045	tr0223
Ta015	046	tr0291
Ta015	047	tr0006
Ta015	048	tr0311
Ta015	049	tr0751
Ta015	050	tr0352
Ta015	051	tr2724
Ta015	052	tr2300
Ta015	053	tr2191
Ta015	054	tr0437
Ta015	055	tr0630
Ta015	056	tr2653
Ta015	057	tr2098
Ta015	058	tr1422
Ta015	059	tr0776
Ta015	060	tr1527
Ta015	061	tr1712
Ta015	062	tr2523
Ta015	063	tr2087
Ta015	064	tr2048
Ta015	065	tr2764
Ta015	066	tr1239
Ta015	067	tr2287
Ta015	068	tr2905
Ta015	069	tr1855
Ta015	070	tr1600
Ta015	071	tr1538
Ta015	072	tr0816
Ta015	073	tr0456
Ta015	074	tr2554
Ta015	075	tr0173
Ta015	076	tr0977
Ta015	077	tr1137
Ta015	078	tr0245
Ta015	079	tr0937
Ta015	080	tr2490
Ta015	081	tr2642
Ta015	082	tr0269
Ta015	083	tr2805
Ta015	084	tr2384
Ta015	085	tr0836
Ta015	086	tr1524
Ta015	087	tr2902
Ta015	088	tr2722
Ta015	089	tr1715
Ta015	090	tr0014
Ta015	091	tr2678
Ta015	092	tr0794
Ta015	093	tr1225
Ta015	094	tr2491
Ta015	095	tr2108
Ta015	096	tr2723
Ta015	097	tr1579
Ta015	098	tr2256
Ta015	099	tr2192
Ta015	100	tr2387
Ta015	101	tr0934
Ta015	102	tr2316
Ta015	103	tr0505
Ta015	104	tr2062
Ta015	105	tr2310
Ta015	106	tr2017
Ta015	107	tr1866
Ta015	108	tr0345
Ta015	109	tr1428
Ta015	110	tr2942
Ta015	111	tr1273
Ta015	112	tr0116
Ta015	113	tr0900
Ta015	114	tr2431
Ta015	115	tr0978
Ta015	116	tr0752
Ta015	117	tr2638
Ta015	118	tr2118
Ta015	119	tr0086
Ta015	120	tr1222
Ta015	121	tr1006
Ta015	122	tr0964
Ta015	123	tr1031
Ta015	124	tr1355
Ta015	125	tr0418
Ta015	126	tr0408
Ta016	001	tr1447
Ta016	002	tr2209
Ta016	003	tr2982
Ta016	004	tr1674
Ta016	005	tr2385
Ta016	006	tr1626
Ta016	007	tr0075
Ta016	008	tr0338
Ta016	009	tr2788
Ta016	010	tr0702
Ta016	011	tr1935
Ta016	012	tr2608
Ta016	013	tr2371
Ta016	014	tr0225
Ta016	015	tr2426
Ta016	016	tr0134
Ta016	017	tr0544
Ta016	018	tr0721
Ta016	019	tr2742
Ta016	020	tr0228
Ta016	021	tr2679
Ta016	022	tr2569
Ta016	023	tr0333
Ta016	024	tr0913
Ta016	025	tr2879
Ta016	026	tr2617
Ta016	027	tr2481
Ta016	028	tr2313
Ta016	029	tr0138
Ta016	030	tr1823
Ta016	031	tr2233
Ta016	032	tr2789
Ta016	033	tr0335
Ta016	034	tr1572
Ta016	035	tr1641
Ta016	036	tr1684
Ta016	037	tr2743
Ta016	038	tr0230
Ta016	039	tr1146
Ta016	040	tr2512
Ta016	041	tr2698
Ta016	042	tr1789
Ta016	043	tr2197
Ta016	044	tr1513
Ta016	045	tr0481
Ta016	046	tr1326
Ta016	047	tr2465
Ta016	048	tr2224
Ta016	049	tr1601
Ta016	050	tr1295
Ta016	051	tr1400
Ta016	052	tr0339
Ta016	053	tr0827
Ta016	054	tr0515
Ta016	055	tr0706
Ta016	056	tr1480
Ta016	057	tr1920
Ta016	058	tr1657
Ta016	059	tr2393
Ta016	060	tr1028
Ta016	061	tr0765
Ta016	062	tr0323
Ta016	063	tr0769
Ta016	064	tr0318
Ta016	065	tr1729
Ta016	066	tr0308
Ta016	067	tr2315
Ta016	068	tr1283
Ta016	069	tr2202
Ta016	070	tr0179
Ta016	071	tr0992
Ta016	072	tr1018
Ta016	073	tr2440
Ta016	074	tr1255
Ta016	075	tr2009
Ta016	076	tr2912
Ta016	077	tr0341
Ta016	078	tr1591
Ta016	079	tr0855
Ta016	080	tr0734
Ta016	081	tr1135
Ta016	082	tr0803
Ta016	083	tr2205
Ta016	084	tr1817
Ta016	085	tr2097
Ta016	086	tr0324
Ta016	087	tr2529
Ta016	088	tr0611
Ta016	089	tr2836
Ta016	090	tr1434
Ta016	091	tr0295
Ta016	092	tr2769
Ta016	093	tr0802
Ta016	094	tr2706
Ta016	095	tr2064
Ta016	096	tr0407
Ta016	097	tr2376
Ta016	098	tr0327
Ta016	099	tr1415
Ta016	100	tr1807
Ta016	101	tr2403
Ta016	102	tr1616
Ta016	103	tr1217
Ta016	104	tr2543
Ta016	105	tr0017
Ta016	106	tr2351
Ta016	107	tr1612
Ta016	108	tr0417
Ta016	109	tr0987
Ta016	110	tr1405
Ta016	111	tr2142
Ta016	112	tr0301
Ta016	113	tr2709
Ta016	114	tr0704
Ta016	115	tr1760
Ta016	116	tr2766
Ta016	117	tr1243
Ta016	118	tr0219
Ta016	119	tr2435
Ta016	120	tr1778
Ta016	121	tr1022
Ta016	122	tr1815
Ta016	123	tr2755
Ta016	124	tr2397
Ta016	125	tr1810
Ta016	126	tr2038
Ta017	001	tr0328
Ta017	002	tr2579
Ta017	003	tr0896
Ta017	004	tr2847
Ta017	005	tr1151
Ta017	006	tr2828
Ta017	007	tr0157
Ta017	008	tr2437
Ta017	009	tr1834
Ta017	010	tr0092
Ta017	011	tr2358
Ta017	012	tr0928
Ta017	013	tr2561
Ta017	014	tr2731
Ta017	015	tr2727
Ta017	016	tr0334
Ta017	017	tr0531
Ta017	018	tr2521
Ta017	019	tr1331
Ta017	020	tr0557
